"Lengte en gewicht van personen, ondergewicht en overgewicht; vanaf 1981"
"Vrouwen";"16 tot 20 jaar";"Percentages/gemiddelden";"2015";"2.3";"88.2";"9.5";"7.7";"1.8"
"Vrouwen";"16 tot 20 jaar";"Percentages/gemiddelden";"2016";"4.1";"81.4";"14.5";"12.3";"2.2"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1981";"4.0";"66.2";"29.8";"23.4";"6.4"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1982";"4.3";"66.2";"29.6";"23.4";"6.2"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1983";"4.3";"65.4";"30.3";"24.2";"6.0"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1984";"4.5";"66.4";"29.2";"22.4";"6.7"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1985";"4.5";"67.1";"28.4";"21.9";"6.4"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1986";"4.5";"64.4";"31.1";"24.7";"6.4"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1987";"3.4";"65.7";"30.9";"24.2";"6.6"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1988";"3.9";"65.7";"30.4";"24.2";"6.2"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1989";"3.1";"64.8";"32.2";"24.3";"7.8"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1990";"3.6";"65.7";"30.7";"23.6";"7.1"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1991";"3.5";"65.3";"31.2";"24.5";"6.7"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1992";"3.7";"63.5";"32.8";"24.7";"8.1"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1993";"4.1";"63.5";"32.4";"25.5";"6.9"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1994";"3.5";"63.6";"32.9";"25.5";"7.4"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1995";"3.3";"61.7";"34.9";"26.4";"8.6"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1996";"3.8";"60.3";"35.9";"27.7";"8.2"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1997";"2.7";"60.4";"36.9";"27.1";"9.8"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1998";"2.7";"59.9";"37.5";"27.3";"10.2"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"1999";"2.8";"59.1";"38.1";"27.5";"10.5"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2000";"2.5";"56.8";"40.8";"30.1";"10.7"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2001";"2.5";"57.6";"39.9";"29.1";"10.8"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2002";"2.3";"58.3";"39.4";"28.1";"11.3"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2003";"2.3";"56.2";"41.5";"28.9";"12.7"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2004";"2.4";"55.3";"42.3";"29.6";"12.7"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2005";"2.6";"57.4";"40.0";"28.0";"12.0"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2006";"2.2";"55.5";"42.3";"29.0";"13.3"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2007";"2.5";"57.3";"40.2";"27.5";"12.7"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2008";"2.8";"55.4";"41.9";"29.0";"12.8"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2009";"2.1";"55.7";"42.2";"29.3";"12.9"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2010";"2.0";"55.1";"42.9";"30.3";"12.6"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2011";"2.3";"54.8";"43.0";"30.3";"12.6"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2012";"2.3";"55.4";"42.3";"29.5";"12.8"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2013";"2.6";"53.9";"43.6";"30.7";"12.9"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2014";"1.9";"52.1";"46.0";"30.6";"15.4"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2015";"2.5";"51.2";"46.3";"31.2";"15.1"
"Vrouwen";"20 jaar of ouder";"Percentages/gemiddelden";"2016";"2.2";"50.3";"47.4";"30.6";"16.8"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1981";"9.2";"80.6";"10.2";"7.9";"2.3"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1982";"8.9";"81.7";"9.4";"7.4";"1.9"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1983";"9.0";"78.9";"12.1";"10.4";"1.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1984";"9.8";"80.3";"10.0";"8.3";"1.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1985";"9.6";"78.0";"12.4";"9.7";"2.6"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1986";"7.7";"79.6";"12.7";"11.3";"1.4"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1987";"5.8";"81.4";"12.8";"10.1";"2.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1988";"8.8";"78.7";"12.5";"10.8";"1.8"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1989";"6.2";"79.3";"14.5";"11.3";"3.2"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1990";"6.0";"79.3";"14.7";"12.0";"2.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1991";"7.0";"80.5";"12.5";"10.4";"2.1"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1992";"5.7";"76.6";"17.7";"13.1";"4.6"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1993";"9.5";"72.0";"18.5";"15.8";"2.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1994";"6.2";"76.3";"17.5";"14.6";"2.9"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1995";"6.6";"73.6";"19.8";"15.2";"4.6"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1996";"8.3";"74.0";"17.7";"14.0";"3.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1997";"5.8";"72.6";"21.6";"15.5";"6.1"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1998";"5.1";"71.7";"23.2";"16.7";"6.5"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"1999";"5.6";"71.3";"23.1";"17.1";"6.0"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2000";"5.2";"73.9";"20.9";"15.9";"5.1"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2001";"5.4";"73.6";"21.0";"16.2";"4.8"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2002";"5.1";"74.0";"20.9";"16.0";"4.9"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2003";"3.1";"74.6";"22.3";"16.4";"6.0"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2004";"4.5";"71.2";"24.4";"17.0";"7.4"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2005";"6.2";"74.1";"19.7";"15.1";"4.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2006";"5.0";"69.4";"25.6";"20.6";"5.0"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2007";"5.6";"70.6";"23.8";"17.1";"6.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2008";"7.1";"68.8";"24.1";"15.1";"9.0"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2009";"6.5";"69.1";"24.4";"16.9";"7.5"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2010";"4.0";"69.9";"26.1";"19.5";"6.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2011";"5.3";"67.6";"27.1";"20.3";"6.7"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2012";"5.5";"71.5";"23.0";"17.1";"5.9"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2013";"5.7";"69.9";"24.4";"17.6";"6.8"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2014";"4.7";"66.0";"29.3";"20.7";"8.6"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2015";"6.2";"67.6";"26.2";"19.9";"6.3"
"Vrouwen";"20 tot 30 jaar";"Percentages/gemiddelden";"2016";"4.1";"66.9";"29.0";"20.3";"8.6"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1981";"4.3";"78.1";"17.5";"14.8";"2.8"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1982";"6.0";"75.7";"18.4";"15.1";"3.3"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1983";"5.5";"74.7";"19.7";"15.1";"4.6"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1984";"5.0";"75.2";"19.8";"15.2";"4.5"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1985";"5.3";"77.4";"17.3";"14.3";"3.0"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1986";"5.9";"76.2";"17.8";"13.3";"4.5"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1987";"4.6";"76.7";"18.7";"15.3";"3.4"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1988";"4.1";"77.0";"18.9";"14.6";"4.3"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1989";"4.4";"76.7";"18.8";"14.7";"4.1"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1990";"4.3";"73.5";"22.2";"16.2";"6.0"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1991";"3.6";"74.2";"22.2";"17.6";"4.6"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1992";"5.3";"74.4";"20.3";"15.4";"4.9"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1993";"2.9";"73.2";"24.0";"18.5";"5.5"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1994";"4.2";"73.2";"22.7";"17.1";"5.5"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1995";"3.9";"72.2";"23.8";"18.0";"5.8"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1996";"3.4";"70.5";"26.1";"21.1";"4.9"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1997";"3.2";"68.0";"28.8";"22.3";"6.6"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1998";"1.8";"69.1";"29.1";"20.0";"9.1"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"1999";"2.8";"68.5";"28.6";"20.6";"8.0"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2000";"3.0";"63.6";"33.4";"24.9";"8.5"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2001";"3.4";"63.0";"33.6";"22.7";"11.0"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2002";"2.7";"64.4";"32.9";"24.0";"8.9"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2003";"3.1";"61.7";"35.2";"24.1";"11.1"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2004";"2.5";"61.2";"36.3";"24.2";"12.1"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2005";"2.1";"63.7";"34.2";"24.8";"9.4"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2006";"2.7";"61.5";"35.9";"21.9";"14.0"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2007";"2.9";"63.3";"33.9";"22.3";"11.6"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2008";"2.6";"60.1";"37.3";"25.4";"12.0"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2009";"1.2";"64.4";"34.4";"24.3";"10.1"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2010";"3.0";"63.9";"33.2";"23.3";"9.8"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2011";"1.9";"62.8";"35.3";"25.5";"9.8"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2012";"2.4";"62.8";"34.8";"23.6";"11.2"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2013";"3.5";"57.8";"38.8";"27.8";"11.0"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2014";"2.8";"59.3";"38.0";"26.5";"11.4"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2015";"2.7";"58.9";"38.5";"28.4";"10.1"
"Vrouwen";"30 tot 40 jaar";"Percentages/gemiddelden";"2016";"1.6";"58.8";"39.6";"25.6";"14.0"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1981";"2.4";"66.1";"31.5";"25.8";"5.7"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1982";"1.9";"68.9";"29.3";"22.6";"6.7"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1983";"2.7";"69.1";"28.2";"22.9";"5.3"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1984";"2.2";"69.4";"28.4";"22.3";"6.1"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1985";"2.6";"68.0";"29.4";"22.5";"6.9"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1986";"3.3";"64.4";"32.4";"26.7";"5.7"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1987";"2.1";"67.6";"30.3";"23.3";"7.1"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1988";"1.3";"69.9";"28.8";"23.0";"5.8"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1989";"2.2";"67.4";"30.4";"23.3";"7.1"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1990";"4.1";"68.2";"27.7";"21.0";"6.7"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1991";"2.9";"67.9";"29.3";"23.5";"5.7"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1992";"2.9";"67.6";"29.4";"22.8";"6.6"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1993";"2.5";"67.4";"30.1";"23.9";"6.2"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1994";"2.9";"66.2";"30.8";"24.4";"6.5"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1995";"2.4";"64.5";"33.1";"24.9";"8.2"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1996";"4.1";"59.3";"36.6";"27.8";"8.8"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1997";"2.4";"64.1";"33.6";"26.0";"7.6"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1998";"3.2";"62.6";"34.3";"25.9";"8.3"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"1999";"1.9";"60.6";"37.5";"27.5";"10.0"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2000";"1.5";"58.0";"40.4";"30.3";"10.1"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2001";"2.1";"63.4";"34.5";"25.4";"9.0"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2002";"2.4";"62.4";"35.2";"24.7";"10.5"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2003";"1.4";"61.7";"36.8";"25.7";"11.1"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2004";"2.6";"55.7";"41.7";"28.9";"12.8"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2005";"2.1";"61.7";"36.2";"24.9";"11.3"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2006";"1.1";"58.4";"40.5";"27.7";"12.8"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2007";"1.9";"59.5";"38.6";"26.0";"12.6"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2008";"1.4";"58.1";"40.4";"29.2";"11.2"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2009";"1.7";"59.1";"39.2";"27.1";"12.2"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2010";"1.6";"57.3";"41.1";"28.1";"13.0"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2011";"1.3";"56.5";"42.2";"30.2";"12.0"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2012";"1.2";"56.7";"42.1";"29.4";"12.7"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2013";"1.6";"56.8";"41.5";"29.5";"12.1"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2014";"1.2";"51.9";"46.9";"30.8";"16.1"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2015";"2.0";"51.1";"46.8";"28.4";"18.5"
