"Lengte en gewicht van personen, ondergewicht en overgewicht; vanaf 1981"
"Vrouwen";"40 tot 50 jaar";"Percentages/gemiddelden";"2016";"2.1";"50.0";"47.9";"30.9";"17.0"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1981";"2.4";"54.9";"42.8";"30.7";"12.0"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1982";"0.7";"54.4";"44.9";"37.0";"7.9"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1983";"1.1";"59.7";"39.2";"33.4";"5.8"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1984";"0.8";"61.6";"37.6";"29.5";"8.0"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1985";"2.1";"61.2";"36.7";"27.0";"9.6"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1986";"2.2";"57.8";"40.0";"31.9";"8.1"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1987";"1.4";"56.0";"42.6";"36.6";"5.9"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1988";"3.9";"54.2";"42.0";"31.0";"11.0"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1989";"0.9";"56.3";"42.8";"32.9";"10.0"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1990";"1.7";"58.3";"40.0";"24.5";"15.5"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1991";"2.2";"60.2";"37.6";"29.1";"8.5"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1992";"0.9";"56.4";"42.7";"31.5";"11.3"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1993";"2.9";"59.3";"37.8";"31.3";"6.5"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1994";"2.0";"53.1";"45.0";"32.4";"12.5"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1995";"0.4";"53.3";"46.3";"34.6";"11.7"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1996";"1.8";"54.4";"43.8";"32.1";"11.6"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1997";"1.3";"54.1";"44.6";"31.2";"13.5"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1998";"1.8";"56.1";"42.1";"28.8";"13.3"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"1999";"1.9";"52.1";"46.0";"33.1";"12.9"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2000";"0.6";"53.3";"46.1";"32.6";"13.5"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2001";"0.6";"47.5";"51.9";"38.7";"13.1"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2002";"1.0";"48.9";"50.1";"35.0";"15.1"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2003";"2.5";"50.1";"47.4";"31.9";"15.5"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2004";"1.4";"54.7";"43.9";"30.2";"13.7"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2005";"1.5";"52.5";"46.0";"32.1";"13.9"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2006";"0.8";"55.1";"44.1";"30.7";"13.4"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2007";"1.2";"54.8";"44.0";"30.3";"13.7"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2008";"2.1";"53.9";"44.1";"32.1";"11.9"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2009";"1.6";"51.9";"46.5";"32.7";"13.8"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2010";"2.0";"53.9";"44.1";"31.9";"12.2"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2011";"1.9";"49.3";"48.8";"31.7";"17.1"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2012";"2.0";"52.8";"45.2";"29.8";"15.4"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2013";"1.2";"50.3";"48.5";"36.4";"12.0"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2014";"1.0";"48.5";"50.5";"33.7";"16.8"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2015";"2.4";"44.2";"53.4";"34.2";"19.2"
"Vrouwen";"50 tot 55 jaar";"Percentages/gemiddelden";"2016";"2.3";"45.2";"52.4";"33.9";"18.5"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1981";"1.2";"53.6";"45.2";"32.3";"12.9"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1982";"1.1";"51.7";"47.2";"35.7";"11.6"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1983";"1.7";"50.6";"47.7";"38.2";"9.5"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1984";"1.5";"55.3";"43.2";"30.4";"12.8"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1985";"1.7";"50.7";"47.6";"38.1";"9.5"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1986";"1.3";"51.0";"47.7";"35.3";"12.4"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1987";"1.3";"53.0";"45.7";"36.2";"9.5"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1988";"1.0";"52.3";"46.7";"34.8";"11.9"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1989";"0.5";"49.5";"50.0";"36.2";"13.8"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1990";"1.3";"48.7";"50.1";"39.9";"10.2"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1991";"1.6";"50.6";"47.8";"37.8";"9.9"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1992";"1.8";"48.9";"49.3";"36.7";"12.6"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1993";"2.3";"51.0";"46.6";"35.2";"11.4"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1994";"1.0";"49.8";"49.2";"36.8";"12.3"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1995";"1.4";"47.8";"50.8";"39.2";"11.6"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1996";"1.1";"50.3";"48.6";"38.0";"10.6"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1997";"0.4";"47.7";"51.9";"35.9";"16.1"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1998";"1.1";"47.9";"51.0";"37.3";"13.7"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"1999";"1.1";"48.8";"50.1";"34.7";"15.4"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2000";"2.0";"43.9";"54.1";"39.1";"14.9"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2001";"0.6";"47.6";"51.9";"40.2";"11.7"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2002";"0.7";"48.4";"50.9";"32.8";"18.1"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2003";"1.5";"43.8";"54.7";"37.8";"16.9"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2004";"0.6";"46.2";"53.2";"38.2";"15.1"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2005";"1.2";"45.2";"53.6";"37.2";"16.4"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2006";"1.2";"48.5";"50.4";"33.7";"16.7"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2007";"1.4";"51.5";"47.2";"31.8";"15.4"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2008";"1.5";"49.0";"49.5";"34.0";"15.5"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2009";"0.7";"47.1";"52.2";"36.5";"15.7"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2010";"0.8";"46.2";"53.0";"36.6";"16.4"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2011";"1.1";"48.9";"50.0";"35.8";"14.1"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2012";"1.2";"50.4";"48.3";"34.0";"14.3"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2013";"2.1";"46.9";"51.0";"34.8";"16.2"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2014";"1.1";"45.5";"53.4";"35.8";"17.6"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2015";"0.6";"45.8";"53.6";"36.4";"17.2"
"Vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2016";"2.0";"44.5";"53.5";"34.9";"18.7"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1981";"1.8";"42.1";"56.1";"44.3";"11.7"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1982";"1.4";"49.6";"49.0";"39.4";"9.6"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1983";"1.7";"46.8";"51.5";"37.8";"13.8"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1984";"0.9";"47.0";"52.1";"37.9";"14.2"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1985";"2.2";"50.6";"47.2";"34.9";"12.3"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1986";"2.2";"44.3";"53.6";"44.8";"8.7"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1987";"2.4";"44.2";"53.4";"40.4";"13.0"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1988";"1.8";"44.0";"54.2";"43.9";"10.3"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1989";"1.2";"44.1";"54.7";"39.8";"15.0"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1990";"2.0";"52.6";"45.5";"35.5";"10.0"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1991";"1.4";"44.6";"54.1";"39.1";"15.0"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1992";"0.7";"44.2";"55.2";"43.0";"12.2"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1993";"2.9";"47.0";"50.1";"35.1";"15.0"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1994";"2.8";"46.5";"50.7";"39.6";"11.2"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1995";"1.6";"49.5";"48.9";"35.7";"13.2"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1996";"1.9";"43.1";"55.0";"40.8";"14.2"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1997";"1.1";"43.9";"55.0";"39.5";"15.5"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1998";"0.5";"42.8";"56.7";"41.8";"14.9"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1999";"3.2";"40.8";"56.0";"40.5";"15.5"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2000";"1.2";"38.9";"59.9";"45.8";"14.2"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2001";"1.3";"39.1";"59.6";"41.3";"18.3"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2002";"0.2";"45.8";"54.0";"39.6";"14.4"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2003";"2.0";"38.2";"59.8";"40.6";"19.3"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2004";"1.8";"41.8";"56.4";"39.1";"17.4"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2005";"1.9";"43.6";"54.5";"34.5";"20.0"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2006";"2.0";"41.7";"56.3";"39.3";"16.9"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2007";"1.5";"43.4";"55.0";"38.6";"16.5"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2008";"1.1";"44.4";"54.6";"34.5";"20.1"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2009";"1.2";"40.7";"58.0";"39.5";"18.6"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2010";"0.8";"41.1";"58.0";"42.0";"16.1"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2011";"2.1";"43.4";"54.5";"35.8";"18.6"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2012";"1.8";"42.5";"55.6";"38.2";"17.4"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2013";"1.8";"43.2";"55.0";"37.0";"18.0"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2014";"0.9";"43.1";"56.0";"35.3";"20.8"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2015";"0.4";"43.0";"56.6";"37.9";"18.6"
"Vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2016";"0.8";"37.6";"61.6";"36.7";"24.9"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1981";"0.8";"57.4";"41.8";"36.3";"5.5"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1982";"3.7";"48.6";"47.7";"38.0";"9.7"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1983";"1.3";"49.1";"49.7";"41.8";"7.8"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1984";"5.1";"46.3";"48.6";"42.1";"6.5"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1985";"1.4";"61.5";"37.0";"27.2";"9.8"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1986";"4.2";"44.9";"50.9";"38.4";"12.4"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1987";"3.4";"46.2";"50.4";"37.6";"12.8"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1988";"2.9";"51.5";"45.6";"40.2";"5.4"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1989";"1.2";"48.1";"50.8";"40.2";"10.6"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1990";"1.7";"54.2";"44.1";"36.2";"7.9"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1991";"2.1";"51.2";"46.6";"37.3";"9.4"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1992";"5.3";"46.3";"48.4";"34.8";"13.6"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1993";"2.1";"53.5";"44.4";"38.2";"6.2"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1994";"2.5";"53.4";"44.1";"34.7";"9.4"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1995";"3.7";"45.8";"50.5";"38.0";"12.5"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1996";"1.6";"49.1";"49.3";"38.1";"11.2"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1997";"2.3";"50.5";"47.2";"35.7";"11.5"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1998";"4.4";"47.0";"48.6";"37.7";"10.9"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1999";"2.1";"52.1";"45.8";"34.4";"11.4"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2000";"1.8";"46.8";"51.4";"36.1";"15.3"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2001";"2.3";"48.2";"49.5";"35.9";"13.6"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2002";"2.8";"44.3";"52.9";"40.3";"12.6"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2003";"2.5";"44.7";"52.7";"38.6";"14.1"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2004";"3.3";"44.1";"52.7";"40.3";"12.4"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2005";"3.0";"46.4";"50.5";"36.9";"13.6"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2006";"2.3";"40.2";"57.5";"39.7";"17.8"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2007";"2.2";"46.8";"51.0";"35.7";"15.3"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2008";"3.9";"42.7";"53.4";"41.2";"12.2"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2009";"1.4";"45.7";"52.8";"36.4";"16.5"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2010";"1.4";"43.0";"55.6";"39.6";"16.0"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2011";"2.6";"45.2";"52.2";"38.0";"14.2"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2012";"1.4";"40.7";"57.8";"41.4";"16.4"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2013";"1.3";"44.6";"54.1";"38.1";"16.0"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2014";"1.2";"45.6";"53.2";"34.7";"18.5"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2015";"3.3";"40.0";"56.7";"37.9";"18.7"
"Vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2016";"2.8";"43.8";"53.4";"35.6";"17.8"
"© Centraal Bureau voor de Statistiek, Den Haag/Heerlen 10-11-2017"
